Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
300.0 ,0.0 ,120.0 ,212.0 ,10.0 ,878.0 ,728.0 ,28 ,23.84 
275.1 ,0.0 ,121.4 ,159.5 ,9.9 ,1053.6 ,777.5 ,3 ,23.80 
155.0 ,183.0 ,0.0 ,193.0 ,9.0 ,877.0 ,868.0 ,28 ,23.79 
154.8 ,183.4 ,0.0 ,193.3 ,9.1 ,877.2 ,867.7 ,28 ,23.79 
145.7 ,172.6 ,0.0 ,181.9 ,3.4 ,985.8 ,816.8 ,28 ,23.74 
146.0 ,173.0 ,0.0 ,182.0 ,3.0 ,986.0 ,817.0 ,28 ,23.74 
148.5 ,139.4 ,108.6 ,192.7 ,6.1 ,892.4 ,780.0 ,28 ,23.70 
149.0 ,139.0 ,109.0 ,193.0 ,6.0 ,892.0 ,780.0 ,28 ,23.69 
359.0 ,19.0 ,141.0 ,154.0 ,10.9 ,942.0 ,801.0 ,3 ,23.64 
246.8 ,0.0 ,125.1 ,143.3 ,12.0 ,1086.8 ,800.9 ,3 ,23.52 
149.0 ,117.6 ,91.7 ,182.9 ,7.1 ,953.4 ,780.3 ,28 ,23.52 
288.0 ,192.0 ,0.0 ,192.0 ,0.0 ,932.0 ,717.8 ,7 ,23.52 
149.0 ,118.0 ,92.0 ,183.0 ,7.0 ,953.0 ,780.0 ,28 ,23.52 
168.9 ,42.2 ,124.3 ,158.3 ,10.8 ,1080.8 ,796.2 ,14 ,23.51 
333.0 ,0.0 ,0.0 ,192.0 ,0.0 ,931.2 ,842.6 ,7 ,23.40 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,712.0 ,3 ,23.35 
202.0 ,11.0 ,141.0 ,206.0 ,1.7 ,942.0 ,801.0 ,56 ,23.25 
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,7 ,23.22 
277.1 ,0.0 ,97.4 ,160.6 ,11.8 ,973.9 ,875.6 ,3 ,23.14 
173.5 ,50.1 ,173.5 ,164.8 ,6.5 ,1006.2 ,793.5 ,3 ,23.08 
295.7 ,0.0 ,95.6 ,171.5 ,8.9 ,955.1 ,859.2 ,3 ,22.95 
184.0 ,86.0 ,190.0 ,213.0 ,6.0 ,923.0 ,623.0 ,28 ,22.93 
362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,755.8 ,7 ,22.90 
233.8 ,0.0 ,94.6 ,197.9 ,4.6 ,947.0 ,852.2 ,28 ,22.84 
387.0 ,20.0 ,94.0 ,157.0 ,14.3 ,938.0 ,845.0 ,3 ,22.75 
190.3 ,0.0 ,125.2 ,161.9 ,9.9 ,1088.1 ,802.6 ,14 ,22.72 
203.5 ,135.7 ,0.0 ,185.7 ,0.0 ,1076.2 ,759.3 ,28 ,22.63 
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,14 ,22.53 
290.4 ,0.0 ,96.2 ,168.1 ,9.4 ,961.2 ,865.0 ,3 ,22.50 
381.4 ,0.0 ,0.0 ,185.7 ,0.0 ,1104.6 ,784.3 ,28 ,22.49 
281.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1104.0 ,774.0 ,28 ,22.44 
281.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1104.0 ,774.0 ,28 ,22.44 
116.0 ,173.0 ,0.0 ,192.0 ,0.0 ,909.8 ,891.9 ,28 ,22.35 
229.7 ,0.0 ,118.2 ,195.2 ,6.1 ,1028.1 ,757.6 ,14 ,22.32 
233.8 ,0.0 ,94.6 ,197.9 ,4.6 ,947.0 ,852.2 ,14 ,22.14 
202.0 ,11.0 ,141.0 ,206.0 ,1.7 ,942.0 ,801.0 ,28 ,21.97 
236.0 ,0.0 ,0.0 ,194.0 ,0.0 ,968.0 ,885.0 ,90 ,21.95 
228.0 ,342.1 ,0.0 ,185.7 ,0.0 ,955.8 ,674.3 ,7 ,21.92 
297.2 ,0.0 ,117.5 ,174.8 ,9.5 ,1022.8 ,753.5 ,3 ,21.91 
135.0 ,105.0 ,193.0 ,196.0 ,6.0 ,965.0 ,643.0 ,28 ,21.91 
255.0 ,0.0 ,0.0 ,192.0 ,0.0 ,889.8 ,945.0 ,90 ,21.86 
290.2 ,193.5 ,0.0 ,185.7 ,0.0 ,998.2 ,704.3 ,7 ,21.86 
210.7 ,316.1 ,0.0 ,185.7 ,0.0 ,977.0 ,689.3 ,7 ,21.82 
252.3 ,0.0 ,98.8 ,146.3 ,14.2 ,987.8 ,889.0 ,3 ,21.78 
302.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,817.0 ,28 ,21.75 
296.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1085.0 ,765.0 ,28 ,21.65 
181.4 ,0.0 ,167.0 ,169.6 ,7.6 ,1055.6 ,777.8 ,14 ,21.60 
166.1 ,0.0 ,163.3 ,176.5 ,4.5 ,1058.6 ,780.1 ,28 ,21.54 
182.0 ,45.2 ,122.0 ,170.2 ,8.2 ,1059.4 ,780.7 ,14 ,21.50 
192.0 ,288.0 ,0.0 ,192.0 ,0.0 ,929.8 ,716.1 ,7 ,21.48 
172.4 ,13.6 ,172.4 ,156.8 ,4.1 ,1006.3 ,856.4 ,3 ,21.29 
277.0 ,0.0 ,0.0 ,191.0 ,0.0 ,968.0 ,856.0 ,14 ,21.26 
339.2 ,0.0 ,0.0 ,185.7 ,0.0 ,1069.2 ,754.3 ,7 ,21.18 
339.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1069.0 ,754.0 ,7 ,21.16 
158.8 ,238.2 ,0.0 ,185.7 ,0.0 ,1040.6 ,734.3 ,28 ,21.07 
190.7 ,0.0 ,125.4 ,162.1 ,7.8 ,1090.0 ,804.0 ,14 ,21.06 
251.8 ,0.0 ,99.9 ,146.1 ,12.4 ,1006.0 ,899.8 ,3 ,21.02 
339.0 ,0.0 ,0.0 ,197.0 ,0.0 ,968.0 ,781.0 ,7 ,20.97 
212.1 ,0.0 ,121.6 ,180.3 ,5.7 ,1057.6 ,779.3 ,14 ,20.92 
250.0 ,0.0 ,0.0 ,182.0 ,0.0 ,1100.0 ,820.0 ,28 ,20.87 
322.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,800.0 ,14 ,20.77 
178.0 ,129.8 ,118.6 ,179.9 ,3.6 ,1007.3 ,746.8 ,3 ,20.73 
251.4 ,0.0 ,118.3 ,192.9 ,5.8 ,1043.6 ,754.3 ,14 ,20.73 
108.3 ,162.4 ,0.0 ,203.5 ,0.0 ,938.2 ,849.0 ,28 ,20.59 
236.0 ,157.0 ,0.0 ,192.0 ,0.0 ,972.6 ,749.1 ,7 ,20.42 
350.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1050.0 ,770.0 ,7 ,20.28 
230.0 ,0.0 ,118.3 ,195.5 ,4.6 ,1029.4 ,758.6 ,14 ,20.08 
147.0 ,115.0 ,89.0 ,202.0 ,9.0 ,860.0 ,829.0 ,28 ,19.99 
146.5 ,114.6 ,89.3 ,201.9 ,8.8 ,860.0 ,829.5 ,28 ,19.99 
238.1 ,0.0 ,94.1 ,186.7 ,7.0 ,949.9 ,847.0 ,3 ,19.93 
272.8 ,181.9 ,0.0 ,185.7 ,0.0 ,1012.4 ,714.3 ,7 ,19.77 
252.5 ,0.0 ,0.0 ,185.7 ,0.0 ,1111.6 ,784.3 ,28 ,19.77 
252.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1111.0 ,784.0 ,28 ,19.69 
252.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1111.0 ,784.0 ,28 ,19.69 
203.5 ,305.3 ,0.0 ,203.5 ,0.0 ,963.4 ,630.0 ,7 ,19.54 
212.0 ,0.0 ,124.8 ,159.0 ,7.8 ,1085.4 ,799.5 ,3 ,19.52 
165.0 ,128.5 ,132.1 ,175.1 ,8.1 ,1005.8 ,746.6 ,3 ,19.42 
190.3 ,0.0 ,125.2 ,166.6 ,9.9 ,1079.0 ,798.9 ,14 ,19.42 
250.2 ,166.8 ,0.0 ,203.5 ,0.0 ,977.6 ,694.1 ,7 ,19.35 
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.6 ,785.6 ,3 ,19.20 
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.0 ,758.0 ,3 ,19.11 
152.7 ,144.7 ,0.0 ,178.1 ,8.0 ,999.7 ,822.2 ,28 ,19.01 
153.0 ,145.0 ,0.0 ,178.0 ,8.0 ,1000.0 ,822.0 ,28 ,19.01 
296.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1090.0 ,769.0 ,7 ,18.91 
255.0 ,0.0 ,0.0 ,192.0 ,0.0 ,889.8 ,945.0 ,28 ,18.75 
236.0 ,0.0 ,0.0 ,194.0 ,0.0 ,968.0 ,885.0 ,28 ,18.42 
154.8 ,183.4 ,0.0 ,193.3 ,9.1 ,1047.4 ,696.7 ,28 ,18.29 
155.0 ,183.0 ,0.0 ,193.0 ,9.0 ,1047.0 ,697.0 ,28 ,18.28 
135.7 ,203.5 ,0.0 ,185.7 ,0.0 ,1076.2 ,759.3 ,28 ,18.20 
350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775.0 ,7 ,18.13 
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,7 ,18.13 
302.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,817.0 ,14 ,18.13 
164.6 ,0.0 ,150.4 ,181.6 ,11.7 ,1023.3 ,728.9 ,28 ,18.03 
165.0 ,0.0 ,150.0 ,182.0 ,12.0 ,1023.0 ,729.0 ,28 ,18.03 
214.9 ,53.8 ,121.9 ,155.6 ,9.6 ,1014.3 ,780.6 ,3 ,18.02 
213.7 ,98.1 ,24.5 ,181.7 ,6.9 ,1065.8 ,785.4 ,3 ,18.00 
153.0 ,102.0 ,0.0 ,192.0 ,0.0 ,888.0 ,943.1 ,28 ,17.96 
148.1 ,0.0 ,136.6 ,158.1 ,16.1 ,1001.8 ,830.1 ,28 ,17.96 
148.0 ,0.0 ,137.0 ,158.0 ,16.0 ,1002.0 ,830.0 ,28 ,17.95 
213.8 ,98.1 ,24.5 ,181.7 ,6.7 ,1066.0 ,785.5 ,14 ,17.84 
168.0 ,42.1 ,163.8 ,121.8 ,5.7 ,1058.7 ,780.1 ,14 ,17.82 
186.2 ,124.1 ,0.0 ,185.7 ,0.0 ,1083.4 ,764.3 ,28 ,17.60 
238.1 ,0.0 ,0.0 ,185.7 ,0.0 ,1118.8 ,789.3 ,28 ,17.58 
213.7 ,0.0 ,174.7 ,154.8 ,10.2 ,1053.5 ,776.4 ,3 ,17.57 
325.0 ,0.0 ,0.0 ,184.0 ,0.0 ,1063.0 ,783.0 ,7 ,17.54 
238.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1119.0 ,789.0 ,28 ,17.54 
238.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1118.0 ,789.0 ,28 ,17.54 
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,7 ,17.44 
213.5 ,0.0 ,174.2 ,154.6 ,11.7 ,1052.3 ,775.5 ,3 ,17.37 
225.0 ,0.0 ,0.0 ,181.0 ,0.0 ,1113.0 ,833.0 ,28 ,17.34 
102.0 ,153.0 ,0.0 ,192.0 ,0.0 ,887.0 ,942.0 ,28 ,17.28 
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,7 ,17.24 
255.5 ,170.3 ,0.0 ,185.7 ,0.0 ,1026.6 ,724.3 ,7 ,17.24 
251.4 ,0.0 ,118.3 ,188.5 ,5.8 ,1028.4 ,757.7 ,3 ,17.22 
193.5 ,290.2 ,0.0 ,185.7 ,0.0 ,998.2 ,704.3 ,7 ,17.20 
200.0 ,133.0 ,0.0 ,192.0 ,0.0 ,965.4 ,806.2 ,7 ,17.17 
157.0 ,236.0 ,0.0 ,192.0 ,0.0 ,935.4 ,781.2 ,7 ,16.89 
165.0 ,0.0 ,143.6 ,163.8 ,0.0 ,1005.6 ,900.9 ,14 ,16.88 
153.6 ,144.2 ,112.3 ,220.1 ,10.1 ,923.2 ,657.9 ,28 ,16.50 
154.0 ,144.0 ,112.0 ,220.0 ,10.0 ,923.0 ,658.0 ,28 ,16.50 
376.0 ,0.0 ,0.0 ,214.6 ,0.0 ,1003.5 ,762.4 ,3 ,16.28 
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,7 ,16.26 
288.0 ,192.0 ,0.0 ,192.0 ,0.0 ,932.0 ,717.8 ,3 ,16.11 
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,3 ,15.87 
173.8 ,93.4 ,159.9 ,172.3 ,9.7 ,1007.2 ,746.6 ,3 ,15.82 
166.8 ,250.2 ,0.0 ,203.5 ,0.0 ,975.6 ,692.6 ,7 ,15.75 
238.2 ,158.8 ,0.0 ,185.7 ,0.0 ,1040.6 ,734.3 ,7 ,15.69 
333.0 ,0.0 ,0.0 ,192.0 ,0.0 ,931.2 ,842.6 ,3 ,15.62 
213.5 ,0.0 ,174.2 ,159.2 ,11.7 ,1043.6 ,771.9 ,3 ,15.61 
300.0 ,0.0 ,0.0 ,184.0 ,0.0 ,1075.0 ,795.0 ,7 ,15.58 
150.9 ,0.0 ,183.9 ,166.6 ,11.6 ,991.2 ,772.2 ,28 ,15.57 
151.0 ,0.0 ,184.0 ,167.0 ,12.0 ,991.0 ,772.0 ,28 ,15.57 
148.1 ,0.0 ,182.1 ,181.4 ,15.0 ,838.9 ,884.3 ,28 ,15.53 
167.0 ,75.4 ,167.0 ,164.0 ,7.9 ,1007.3 ,770.1 ,3 ,15.52 
148.0 ,0.0 ,182.0 ,181.0 ,15.0 ,839.0 ,884.0 ,28 ,15.52 
231.8 ,0.0 ,121.6 ,174.0 ,6.7 ,1056.4 ,778.5 ,3 ,15.44 
143.6 ,0.0 ,174.9 ,158.4 ,17.9 ,942.7 ,844.5 ,28 ,15.42 
144.0 ,0.0 ,175.0 ,158.0 ,18.0 ,943.0 ,844.0 ,28 ,15.42 
249.1 ,0.0 ,98.8 ,158.1 ,12.8 ,987.8 ,889.0 ,3 ,15.36 
218.9 ,0.0 ,124.1 ,158.5 ,11.3 ,1078.7 ,794.9 ,3 ,15.34 
144.0 ,15.0 ,195.0 ,176.0 ,6.0 ,1021.0 ,709.0 ,28 ,15.34 
164.2 ,0.0 ,200.1 ,181.2 ,12.6 ,849.3 ,846.0 ,28 ,15.09 
164.0 ,0.0 ,200.0 ,181.0 ,13.0 ,849.0 ,846.0 ,28 ,15.09 
202.0 ,11.0 ,141.0 ,206.0 ,1.7 ,942.0 ,801.0 ,7 ,15.07 
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.9 ,3 ,15.05 
190.7 ,0.0 ,125.4 ,162.1 ,7.8 ,1090.0 ,804.0 ,3 ,15.04 
212.0 ,141.3 ,0.0 ,203.5 ,0.0 ,973.4 ,750.0 ,7 ,15.03 
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.0 ,3 ,14.99 
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850.0 ,7 ,14.99 
167.4 ,129.9 ,128.6 ,175.5 ,7.8 ,1006.3 ,746.6 ,3 ,14.94 
295.8 ,0.0 ,0.0 ,185.7 ,0.0 ,1091.4 ,769.3 ,7 ,14.84 
295.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1069.0 ,769.0 ,7 ,14.80 
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,3 ,14.70 
198.6 ,132.4 ,0.0 ,192.0 ,0.0 ,978.4 ,825.5 ,7 ,14.64 
289.0 ,0.0 ,0.0 ,192.0 ,0.0 ,913.2 ,895.3 ,7 ,14.60 
139.6 ,209.4 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.9 ,7 ,14.59 
381.4 ,0.0 ,0.0 ,185.7 ,0.0 ,1104.6 ,784.3 ,7 ,14.54 
281.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1104.0 ,774.0 ,7 ,14.50 
165.0 ,0.0 ,143.6 ,163.8 ,0.0 ,1005.6 ,900.9 ,3 ,14.40 
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821.0 ,3 ,14.31 
275.0 ,0.0 ,0.0 ,183.0 ,0.0 ,1088.0 ,808.0 ,7 ,14.20 
296.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1085.0 ,765.0 ,7 ,14.20 
305.3 ,203.5 ,0.0 ,203.5 ,0.0 ,965.4 ,631.0 ,3 ,14.14 
250.0 ,0.0 ,95.7 ,187.4 ,5.5 ,956.9 ,861.2 ,3 ,13.82 
252.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1111.0 ,784.0 ,7 ,13.71 
133.0 ,200.0 ,0.0 ,192.0 ,0.0 ,927.4 ,839.2 ,7 ,13.66 
181.4 ,0.0 ,167.0 ,169.6 ,7.6 ,1055.6 ,777.8 ,3 ,13.62 
236.0 ,157.0 ,0.0 ,192.0 ,0.0 ,972.6 ,749.1 ,3 ,13.57 
212.5 ,0.0 ,100.4 ,159.3 ,8.7 ,1007.8 ,903.6 ,3 ,13.54 
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,978.0 ,825.0 ,3 ,13.52 
331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,879.0 ,825.0 ,3 ,13.52 
150.7 ,0.0 ,185.3 ,166.7 ,15.6 ,1074.5 ,678.0 ,28 ,13.46 
151.0 ,0.0 ,185.0 ,167.0 ,16.0 ,1074.0 ,678.0 ,28 ,13.46 
284.0 ,15.0 ,141.0 ,179.0 ,5.5 ,842.0 ,801.0 ,3 ,13.40 
229.7 ,0.0 ,118.2 ,195.2 ,6.1 ,1028.1 ,757.6 ,3 ,13.36 
212.6 ,0.0 ,100.4 ,159.4 ,10.4 ,1003.8 ,903.8 ,3 ,13.33 
134.7 ,0.0 ,165.7 ,180.2 ,10.0 ,961.0 ,804.9 ,28 ,13.29 
135.0 ,0.0 ,166.0 ,180.0 ,10.0 ,961.0 ,805.0 ,28 ,13.29 
339.0 ,0.0 ,0.0 ,197.0 ,0.0 ,968.0 ,781.0 ,3 ,13.22 
144.8 ,0.0 ,133.6 ,180.8 ,11.1 ,979.5 ,811.5 ,28 ,13.20 
145.0 ,0.0 ,134.0 ,181.0 ,11.0 ,979.0 ,812.0 ,28 ,13.20 
213.8 ,98.1 ,24.5 ,181.7 ,6.7 ,1066.0 ,785.5 ,3 ,13.18 
251.4 ,0.0 ,118.3 ,188.5 ,6.4 ,1028.4 ,757.7 ,3 ,13.12 
220.8 ,147.2 ,0.0 ,185.7 ,0.0 ,1055.0 ,744.3 ,7 ,13.09 
236.0 ,0.0 ,0.0 ,194.0 ,0.0 ,968.0 ,885.0 ,14 ,12.84 
192.0 ,288.0 ,0.0 ,192.0 ,0.0 ,929.8 ,716.1 ,3 ,12.79 
250.0 ,0.0 ,0.0 ,182.0 ,0.0 ,1100.0 ,820.0 ,7 ,12.73 
500.0 ,0.0 ,0.0 ,200.0 ,0.0 ,1125.0 ,613.0 ,1 ,12.64 
190.3 ,0.0 ,125.2 ,166.6 ,9.9 ,1079.0 ,798.9 ,3 ,12.55 
307.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,812.0 ,3 ,12.54 
212.1 ,0.0 ,121.6 ,180.3 ,5.7 ,1057.6 ,779.3 ,3 ,12.47 
154.8 ,0.0 ,142.8 ,193.3 ,9.1 ,1047.4 ,696.7 ,28 ,12.46 
155.0 ,0.0 ,143.0 ,193.0 ,9.0 ,1047.0 ,697.0 ,28 ,12.46 
194.7 ,0.0 ,100.5 ,165.6 ,7.5 ,1006.4 ,905.9 ,3 ,12.45 
181.9 ,272.8 ,0.0 ,185.7 ,0.0 ,1012.4 ,714.3 ,7 ,12.37 
200.0 ,0.0 ,0.0 ,180.0 ,0.0 ,1125.0 ,845.0 ,28 ,12.25 
151.6 ,0.0 ,111.9 ,184.4 ,7.9 ,992.0 ,815.9 ,28 ,12.18 
194.7 ,0.0 ,100.5 ,170.2 ,7.5 ,998.0 ,901.8 ,3 ,12.18 
152.0 ,0.0 ,112.0 ,184.0 ,8.0 ,992.0 ,816.0 ,28 ,12.18 
238.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1119.0 ,789.0 ,7 ,12.05 
251.4 ,0.0 ,118.3 ,192.9 ,5.8 ,1043.6 ,754.3 ,3 ,11.98 
203.5 ,135.7 ,0.0 ,185.7 ,0.0 ,1076.2 ,759.3 ,7 ,11.96 
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1012.0 ,830.0 ,3 ,11.85 
289.0 ,0.0 ,0.0 ,192.0 ,0.0 ,913.2 ,895.3 ,3 ,11.65 
222.4 ,0.0 ,96.7 ,189.3 ,4.5 ,967.1 ,870.3 ,3 ,11.58 
252.5 ,0.0 ,0.0 ,185.7 ,0.0 ,1111.6 ,784.3 ,7 ,11.48 
382.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1111.0 ,784.0 ,7 ,11.47 
252.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1111.0 ,784.0 ,7 ,11.47 
200.0 ,133.0 ,0.0 ,192.0 ,0.0 ,965.4 ,806.2 ,3 ,11.41 
173.0 ,116.0 ,0.0 ,192.0 ,0.0 ,946.8 ,856.8 ,7 ,11.39 
277.0 ,0.0 ,0.0 ,191.0 ,0.0 ,968.0 ,856.0 ,3 ,11.36 
225.0 ,0.0 ,0.0 ,181.0 ,0.0 ,1113.0 ,833.0 ,7 ,11.17 
183.9 ,122.6 ,0.0 ,203.5 ,0.0 ,959.2 ,800.0 ,7 ,10.79 
166.1 ,0.0 ,163.3 ,176.5 ,4.5 ,1058.6 ,780.1 ,3 ,10.76 
170.3 ,155.5 ,0.0 ,185.7 ,0.0 ,1026.6 ,724.3 ,7 ,10.73 
145.4 ,0.0 ,178.9 ,201.7 ,7.8 ,824.0 ,868.7 ,28 ,10.54 
145.0 ,0.0 ,179.0 ,202.0 ,8.0 ,824.0 ,869.0 ,28 ,10.54 
141.3 ,212.0 ,0.0 ,203.5 ,0.0 ,971.8 ,748.5 ,7 ,10.39 
233.8 ,0.0 ,94.6 ,197.9 ,4.6 ,947.0 ,852.2 ,3 ,10.38 
122.6 ,183.9 ,0.0 ,203.5 ,0.0 ,958.2 ,800.1 ,7 ,10.35 
238.1 ,0.0 ,0.0 ,185.7 ,0.0 ,1118.8 ,789.3 ,7 ,10.34 
255.0 ,0.0 ,0.0 ,192.0 ,0.0 ,889.8 ,945.0 ,7 ,10.22 
116.0 ,173.0 ,0.0 ,192.0 ,0.0 ,909.8 ,891.9 ,7 ,10.09 
230.0 ,0.0 ,118.3 ,195.5 ,4.6 ,1029.4 ,758.6 ,3 ,10.03 
236.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,885.0 ,7 ,9.99 
310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,971.0 ,850.6 ,3 ,9.87 
202.0 ,11.0 ,141.0 ,206.0 ,1.7 ,942.0 ,801.0 ,3 ,9.85 
154.8 ,0.0 ,142.8 ,193.3 ,9.1 ,877.2 ,867.7 ,28 ,9.74 
155.0 ,0.0 ,143.0 ,193.0 ,9.0 ,877.0 ,868.0 ,28 ,9.74 
250.2 ,166.8 ,0.0 ,203.5 ,0.0 ,977.6 ,694.1 ,3 ,9.73 
157.0 ,236.0 ,0.0 ,192.0 ,0.0 ,935.4 ,781.2 ,3 ,9.69 
158.8 ,238.2 ,0.0 ,185.7 ,0.0 ,1040.6 ,734.3 ,7 ,9.62 
203.5 ,305.3 ,0.0 ,203.5 ,0.0 ,963.4 ,630.0 ,3 ,9.56 
190.3 ,0.0 ,125.2 ,161.9 ,9.9 ,1088.1 ,802.6 ,3 ,9.45 
254.0 ,0.0 ,0.0 ,198.0 ,0.0 ,968.0 ,863.0 ,3 ,9.31 
198.6 ,132.4 ,0.0 ,192.0 ,0.0 ,978.4 ,825.5 ,3 ,9.13 
349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809.0 ,7 ,9.01 
158.4 ,0.0 ,194.9 ,219.7 ,11.0 ,897.7 ,712.9 ,28 ,8.54 
158.0 ,0.0 ,195.0 ,220.0 ,11.0 ,898.0 ,713.0 ,28 ,8.54 
250.0 ,0.0 ,95.7 ,191.8 ,5.3 ,948.9 ,857.2 ,3 ,8.49 
153.0 ,102.0 ,0.0 ,192.0 ,0.0 ,888.0 ,943.1 ,7 ,8.37 
255.0 ,0.0 ,0.0 ,192.0 ,0.0 ,889.8 ,945.0 ,3 ,8.20 
139.6 ,209.4 ,0.0 ,192.0 ,0.0 ,1047.0 ,806.9 ,3 ,8.06 
186.2 ,124.1 ,0.0 ,185.7 ,0.0 ,1083.4 ,764.3 ,7 ,8.00 
200.0 ,0.0 ,0.0 ,180.0 ,0.0 ,1125.0 ,845.0 ,7 ,7.84 
168.0 ,42.1 ,163.8 ,121.8 ,5.7 ,1058.7 ,780.1 ,3 ,7.75 
108.3 ,162.4 ,0.0 ,203.5 ,0.0 ,938.2 ,849.0 ,7 ,7.72 
102.0 ,153.0 ,0.0 ,192.0 ,0.0 ,887.0 ,942.0 ,7 ,7.68 
135.7 ,203.5 ,0.0 ,185.7 ,0.0 ,1076.2 ,759.3 ,7 ,7.51 
168.9 ,42.2 ,124.3 ,158.3 ,10.8 ,1080.8 ,796.2 ,3 ,7.40 
182.0 ,45.2 ,122.0 ,170.2 ,8.2 ,1059.4 ,780.7 ,3 ,7.32 
173.0 ,116.0 ,0.0 ,192.0 ,0.0 ,946.8 ,856.8 ,3 ,6.94 
166.8 ,250.2 ,0.0 ,203.5 ,0.0 ,975.6 ,692.6 ,3 ,6.90 
133.0 ,200.0 ,0.0 ,192.0 ,0.0 ,927.4 ,839.2 ,3 ,6.88 
212.0 ,141.3 ,0.0 ,203.5 ,0.0 ,973.4 ,750.0 ,3 ,6.81 
236.0 ,0.0 ,0.0 ,194.0 ,0.0 ,968.0 ,885.0 ,3 ,6.47 
116.0 ,173.0 ,0.0 ,192.0 ,0.0 ,909.8 ,891.9 ,3 ,6.28 
385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763.0 ,1 ,6.27 
183.9 ,122.6 ,0.0 ,203.5 ,0.0 ,959.2 ,800.0 ,3 ,4.90 
141.3 ,212.0 ,0.0 ,203.5 ,0.0 ,971.8 ,748.5 ,3 ,4.83 
153.0 ,102.0 ,0.0 ,192.0 ,0.0 ,888.0 ,943.1 ,3 ,4.78 
102.0 ,153.0 ,0.0 ,192.0 ,0.0 ,887.0 ,942.0 ,3 ,4.57 
122.6 ,183.9 ,0.0 ,203.5 ,0.0 ,958.2 ,800.1 ,3 ,3.32 
108.3 ,162.4 ,0.0 ,203.5 ,0.0 ,938.2 ,849.0 ,3 ,2.33 
